Position - Rx,Position - Tx,Velocity - Rx,Velocity - Tx,Time Initial,Time Final,Time Communication,Distance,Relative Speed,Direction Rx,Direction Tx,Pseudo-angle,Link Lifetime,Time Prediction,A,B,C,Route
11491.1,11619.5,16.0,12.0,36.7624,55.3536,19.0,130.0,21.3462,83,-178,6.0,17.3817,1.209500000000002,455.661,-5313.65,-45305.2,1.0
11531.3,11653.3,16.0,6.0,39.2199,55.3452,16.0,130.0,18.3255,83,-21,6.0,20.8542,-4.728900000000003,335.826,-4846.38,-44982.8,1.0
11532.8,11660.2,16.0,8.0,39.3171,52.2528,13.0,130.0,13.3251,83,26,6.0,25.463,-12.527300000000006,177.55900000000003,-2706.93,-46196.1,1.0
11615.2,11653.4,12.0,8.0,47.635,65.0265,17.0,70.0,14.3886,179,-89,4.0,14.276,3.1155000000000013,207.031,1087.24,-57715.0,1.0
7535.81,7539.06,10.0,6.0,47.6757,65.0038,17.0,70.0,14.2493,107,-128,4.0,15.9204,1.4076999999999984,203.044,424.181,-58216.3,1.0
7535.0,7673.74,10.0,16.0,47.5691,62.0322,14.0,180.0,25.2004,107,-77,6.0,17.1194,-2.6562999999999946,635.061,-9181.34,-28940.5,1.0
7529.0,7549.42,8.0,12.0,46.7182,65.0071,18.0,30.0,4.37598,107,106,6.0,51.2515,-32.96260000000001,19.1492,225.102,-61836.3,2.0
7532.77,7555.25,10.0,7.0,47.2741,65.0656,18.0,60.0,16.2156,107,-98,4.0,14.5194,3.2721000000000067,262.945,215.63,-58563.2,1.0
11639.7,11610.7,8.0,5.0,48.6648,64.05,15.0,60.0,12.3234,-76,154,0.0,18.5223,-3.137100000000004,151.86700000000005,359.372,-58758.5,1.0
8796.41,8702.31,17.0,16.0,49.048,52.122,3.0,130.0,31.8017,142,-57,3.0,3.7121,-0.6381000000000019,1011.35,8288.58,-44704.0,2.0
8829.82,8916.19,16.0,15.0,54.01600000000001,65.0193,11.0,200.0,0.454162,140,142,7.0,100.0,-88.9967,0.206263,-72.6415,-20838.3,1.0
11255.3,11297.0,17.0,0.0,47.553,60.0115,12.0,50.0,16.66,-96,0,5.0,12.4886,-0.030099999999999124,277.556,1368.86,-60383.8,2.0
11459.9,11609.2,16.0,6.0,47.7452,51.2069,3.0,160.0,18.274,-96,154,6.0,4.79725,-1.3355499999999996,333.94,5925.28,-36110.2,2.0
11657.4,11564.9,6.0,16.0,48.6414,65.1593,17.0,90.0,12.5857,40,83,2.0,26.0183,-9.500399999999997,158.4,-2052.8,-53818.7,1.0
11633.1,11605.3,13.0,7.0,45.8311,65.2756,19.0,80.0,16.7333,65,170,0.0,10.7456,8.698899999999998,280.002,2266.86,-56689.8,2.0
11633.1,11444.4,13.0,16.0,45.8376,48.3995,3.0,190.0,28.7019,65,-96,2.0,2.09486,0.4670400000000012,823.798,10899.4,-26447.9,2.0
11409.0,11605.3,17.0,7.0,45.674,65.2768,20.0,210.0,17.7982,83,170,6.0,20.1583,-0.5555000000000057,316.777,-5457.56,-18709.2,1.0
9120.1,9065.17,15.0,16.0,45.5664,65.0227,19.0,80.0,3.61133,-55,-43,3.0,59.7829,-40.3266,13.0417,146.885,-55392.3,2.0
7866.25,7975.07,16.0,15.0,45.8697,58.1207,12.0,150.0,31.4815,102,-72,6.0,12.6654,-0.4144000000000023,991.083,-9486.89,-38826.3,1.0
11250.9,11297.0,16.0,0.0,46.7943,65.165,18.0,50.0,16.14,83,0,6.0,18.3484,0.022300000000004868,260.5,-1489.51,-60370.8,1.0
11565.4,11610.7,16.0,5.0,48.6699,65.2773,17.0,100.0,15.5816,83,154,7.0,15.8249,0.7824999999999989,242.785,-512.861,-52684.3,1.0
11521.1,11663.9,16.0,6.0,45.8617,65.0364,19.0,150.0,19.5465,83,-37,5.0,17.9524,1.2223000000000006,382.067,-4696.85,-38816.1,1.0
7950.72,7775.22,17.0,16.0,47.7348,65.09100000000001,17.0,210.0,1.61314,-72,-77,2.0,100.0,-82.6438,2.60222,-432.424,-19009.4,1.0
8667.75,8775.88,16.0,17.0,49.0246,65.0409,16.0,170.0,4.10493,119,133,7.0,36.361,-20.344700000000003,16.8504,272.266,-32178.2,2.0
7553.82,7695.82,12.0,16.0,45.8946,65.1269,19.0,240.0,6.29472,-98,-77,7.0,72.1832,-52.95089999999999,39.6235,-2819.21,-2955.17,1.0
7557.8,7547.58,12.0,16.0,45.5526,65.104,20.0,110.0,4.78573,-98,-87,8.0,66.1806,-46.6292,22.9032,-752.091,-50539.0,1.0
7556.33,7570.34,12.0,9.0,45.6793,65.0673,19.0,20.0,3.29001,-98,-98,6.0,71.4177,-52.02969999999999,10.8242,98.8,-62264.6,2.0
11297.0,11402.0,0.0,15.0,48.5574,65.3908,17.0,110.0,15.43,0,-96,6.0,23.0124,-6.179000000000002,238.085,-3269.37,-50846.4,1.0
11297.0,11218.2,0.0,15.0,48.8955,65.1495,16.0,80.0,15.44,0,83,2.0,21.3109,-5.056899999999995,238.394,-2441.39,-56239.2,1.0
7653.51,7534.95,16.0,7.0,49.065,65.0189,16.0,200.0,18.5724,-77,-180,3.0,24.4128,-8.458899999999996,344.93300000000005,-7556.94,-21088.9,1.0
7678.05,7555.48,16.0,7.0,47.242,65.0691,18.0,220.0,9.45078,-77,-98,3.0,49.4709,-31.64379999999999,89.3172,-4138.88,-13838.2,1.0
7559.86,7539.08,14.0,6.0,47.6719,65.0234,17.0,90.0,18.4765,103,-128,3.0,10.5099,6.841599999999994,341.38199999999995,1662.69,-55183.1,2.0
7558.96,7673.42,14.0,16.0,47.5933,61.0258,13.0,150.0,29.38,103,-77,6.0,13.6284,-0.1959000000000017,863.183,-8901.55,-39008.3,1.0
7540.0,7570.35,10.0,9.0,45.6788,65.0775,19.0,70.0,17.9492,107,-98,4.0,13.4343,5.964399999999998,322.175,-22.6716,-57841.9,1.0
7539.62,7589.22,10.0,16.0,45.6294,65.1438,20.0,60.0,6.43701,107,102,6.0,29.6268,-10.112399999999996,41.4351,761.1089999999997,-58918.7,2.0
8113.76,7976.51,16.0,15.0,45.7551,65.3183,20.0,170.0,0.987806,-75,-72,2.0,100.0,-80.4368,0.975761,-146.792,-35213.3,1.0
8133.91,7951.16,17.0,17.0,47.702,49.1846,1.0,190.0,33.1479,103,-72,2.0,1.85731,-0.374709999999995,1098.78,12082.2,-26230.7,2.0
11611.7,11574.4,6.0,16.0,49.222,65.1633,16.0,100.0,14.8968,149,83,3.0,15.8142,0.12710000000000574,221.914,-165.87099999999995,-52874.9,1.0
11609.0,11653.3,6.0,8.0,47.6378,65.0369,17.0,150.0,11.3948,154,-89,4.0,13.5359,3.863200000000005,129.841,1142.74,-39257.6,1.0
8967.0,8902.79,16.0,15.0,45.8077,65.007,19.0,140.0,0.93939,141,142,3.0,100.0,-80.80069999999998,0.882453,265.401,-42255.2,2.0
11592.8,11605.3,16.0,7.0,45.6716,56.0758,10.0,40.0,18.4432,-96,170,8.0,11.8169,-1.4126999999999974,340.153,1100.38,-60502.0,2.0
11589.7,11663.9,16.0,6.0,45.8624,60.0552,14.0,110.0,14.3947,-96,-37,5.0,10.2288,3.9639999999999986,207.206,2765.94,-49971.6,2.0
11396.8,11218.1,15.0,15.0,48.8935,62.2668,13.0,180.0,30.8699,-96,83,2.0,13.8856,-0.5122999999999998,952.951,-11100.8,-29596.9,1.0
10410.7,10160.3,17.0,16.0,50.1066,56.0494,6.0,250.0,1.29441,-92,-96,2.0,100.0,-94.0572,1.67549,-225.613,480.911,1.0
8776.13,8702.25,17.0,16.0,49.0532,54.159,5.0,90.0,32.1171,133,-57,2.0,4.9929,0.11290000000000246,1031.51,5671.25,-54030.4,2.0
7519.44,7539.07,11.0,6.0,47.674,65.0301,17.0,110.0,5.82565,-105,-128,4.0,45.6932,-28.33709999999999,33.9381,-438.448,-50824.4,1.0
7521.4,7553.71,11.0,7.0,47.4987,65.0786,18.0,110.0,4.2790599999999985,-105,-98,4.0,43.5902,-26.010300000000008,18.3103,371.226,-50973.5,1.0
7568.54,7695.84,9.0,16.0,45.893,65.2647,19.0,230.0,8.1864,-98,-77,7.0,58.698,-39.3263,67.0172,-3774.39,-9355.4,1.0
7560.14,7531.25,11.0,15.0,46.7145,65.1562,18.0,110.0,4.60186,-98,-105,8.0,39.8797,-21.438000000000002,21.1771,441.375,-51281.8,1.0
7851.86,7939.2,17.0,15.0,48.6305,65.434,17.0,110.0,1.57526,-76,-72,6.0,100.0,-83.1965,2.48144,216.426,-51215.0,2.0
7987.89,7848.78,17.0,17.0,48.8498,52.1491,3.0,150.0,33.1853,98,-76,2.0,3.13541,0.16388999999999546,1101.27,9589.84,-40894.5,2.0
7588.25,7539.07,16.0,10.0,45.5583,65.2381,20.0,60.0,6.43701,102,107,2.0,29.6978,-10.018,41.4351,755.222,-58972.6,2.0
11216.7,11297.0,15.0,0.0,48.7997,65.1685,16.0,80.0,15.44,83,0,6.0,21.4067,-5.037900000000008,238.394,-2487.05,-56003.2,1.0
11653.1,11549.3,8.0,15.0,47.6747,65.3063,18.0,120.0,23.1083,-89,83,1.0,14.6457,2.985899999999992,533.991,-4552.78,-47860.6,1.0
11652.5,11609.2,8.0,6.0,47.7475,65.334,18.0,150.0,11.3948,-89,154,0.0,13.4262,4.160300000000001,129.841,1171.23,-39130.7,1.0
11659.7,11576.1,6.0,16.0,46.7041,60.237,14.0,120.0,10.7279,-76,-96,1.0,13.4254,0.10750000000000526,115.088,2045.41,-48203.9,2.0
7588.23,7555.98,0.0,12.0,45.7089,65.1018,19.0,30.0,11.9,0,-98,2.0,18.1388,1.2540999999999976,141.61,811.3889999999999,-61309.5,2.0
7588.23,7673.59,0.0,16.0,47.5802,65.3144,18.0,190.0,15.61,0,-77,7.0,25.3486,-7.614399999999992,243.672,-5162.32,-25714.3,1.0
7588.23,7559.27,0.0,14.0,47.6202,61.0648,13.0,80.0,13.77,0,103,0.0,16.3131,-2.8684999999999974,189.613,393.133,-56872.8,1.0
7588.23,7518.82,0.0,11.0,47.7296,65.3011,18.0,120.0,11.19,0,-105,0.0,15.0486,2.522900000000007,125.216,1374.74,-49044.6,2.0
7588.23,7571.08,0.0,9.0,45.5924,65.0799,19.0,20.0,8.61,0,-98,2.0,26.9465,-7.459000000000002,74.1321,309.637,-62172.1,2.0
7485.07,7538.3,5.0,6.0,47.7983,65.1035,17.0,160.0,9.32906,120,-128,4.0,22.9994,-5.694200000000002,87.0314,-463.644,-35373.6,1.0
8941.27,8908.31,17.0,16.0,46.6137,65.0087,18.0,80.0,0.100156,142,142,3.0,100.0,-81.60499999999998,0.010031299999999998,10.7808,-56549.5,2.0
11536.8,11576.1,15.0,16.0,46.7078,64.3427,18.0,40.0,0.550032,-96,-96,6.0,100.0,-82.36510000000001,0.302536,-43.2116,-60956.8,1.0
7632.85,7549.48,16.0,12.0,46.724,60.0633,13.0,120.0,27.8989,-77,106,2.0,13.0647,0.2746000000000013,778.3489999999997,-6436.74,-48759.0,1.0
7621.36,7553.25,16.0,7.0,47.5648,65.0805,18.0,160.0,10.2399,-77,-98,3.0,39.1138,-21.598099999999995,104.855,-3176.08,-36188.0,1.0
11632.0,11610.7,4.0,5.0,48.6735,65.4382,17.0,150.0,3.51807,-166,154,8.0,41.5379,-24.77320000000001,12.3768,452.216,-40139.0,2.0
11636.7,11660.1,4.0,6.0,46.6392,65.1394,19.0,20.0,2.17976,-90,-76,6.0,100.0,-81.49980000000002,4.75134,-69.2351,-61950.0,1.0
11621.4,11574.7,0.0,16.0,49.2397,65.426,16.0,60.0,16.21,0,83,1.0,17.9672,-1.7808999999999957,262.764,-1465.49,-58494.7,1.0
11621.4,11447.7,0.0,16.0,45.6252,50.137,5.0,180.0,15.84,0,-96,1.0,4.39966,0.11214000000000104,250.906,5410.36,-28660.6,2.0
11414.9,11297.0,16.0,0.0,49.1263,58.1084,9.0,120.0,15.81,83,0,2.0,8.3521,0.6300000000000026,249.956,3729.68,-48587.0,2.0
11361.7,11605.3,16.0,7.0,45.7646,65.4393,20.0,250.0,17.352999999999998,83,170,6.0,22.0212,-2.346499999999999,301.128,-6739.41,2382.76,1.0
11409.1,11543.8,15.0,16.0,48.7505,60.2844,12.0,140.0,31.5098,83,-96,6.0,12.2065,-0.6726000000000045,992.869,-8550.45,-43564.7,1.0
11233.9,11104.3,16.0,16.0,47.8952,51.2574,3.0,130.0,31.65,83,-96,2.0,3.79447,-0.4322700000000057,1001.72,8146.78,-45335.5,2.0
11254.0,11297.0,16.0,0.0,49.1281,65.3817,16.0,40.0,16.48,83,0,6.0,17.7929,-1.539300000000008,271.59,-1425.44,-60619.5,1.0
11656.8,11467.3,6.0,16.0,60.37,64.4164,4.0,190.0,12.7929,35,83,2.0,31.8839,-27.8375,163.658,-4385.36,-26549.7,1.0
11648.9,11574.7,3.0,16.0,49.2439,65.4279,16.0,90.0,17.6756,-32,83,2.0,18.6175,-2.433500000000002,312.428,-2853.95,-55158.0,1.0
11648.9,11611.8,3.0,6.0,49.2608,65.4405,16.0,60.0,8.69847,-32,149,1.0,24.5922,-8.412500000000001,75.6634,529.711,-58786.0,1.0
11650.7,11559.1,6.0,16.0,47.7883,64.4223,17.0,100.0,15.1654,-21,-96,2.0,10.9692,5.6648000000000085,229.99,2344.84,-53394.1,2.0
11649.7,11644.5,5.0,10.0,48.6292,65.1406,17.0,110.0,9.40898,-21,-90,4.0,28.4837,-11.97229999999999,88.5289,-756.044,-50290.5,2.0
8802.78,8884.03,17.0,16.0,49.2846,65.2489,16.0,200.0,1.18171,142,142,7.0,100.0,-84.03569999999998,1.3964299999999998,-470.955,-22675.3,1.0
7526.87,7546.42,6.0,10.0,46.6584,65.1051,18.0,60.0,14.8762,107,-98,4.0,16.2011,2.2455999999999925,221.302,62.4629,-59098.3,1.0
7523.44,7539.52,4.0,10.0,45.6176,65.4998,20.0,20.0,6.48032,131,107,6.0,35.2001,-15.317900000000007,41.9946,281.571,-61944.5,2.0
7526.95,7560.55,6.0,11.0,46.6753,65.0838,18.0,60.0,16.0218,107,-98,4.0,16.0538,2.3546999999999976,256.699,-446.49300000000005,-58989.4,1.0
7531.68,7614.58,8.0,16.0,47.5575,64.2679,17.0,100.0,8.17554,107,102,6.0,18.1273,-1.4169000000000018,66.8394,1658.36,-52024.8,2.0
8926.27,8902.78,17.0,15.0,45.8062,65.0116,19.0,50.0,1.13001,142,142,3.0,100.0,-80.7946,1.27693,109.737,-60133.4,2.0
8949.95,8990.9,15.0,16.0,49.1506,65.2328,16.0,90.0,0.920004,141,141,7.0,100.0,-83.9178,0.8464079999999999,170.30599999999995,-53933.1,2.0
7523.36,7754.3,7.0,16.0,49.3059,64.2222,15.0,240.0,20.9922,47,-77,6.0,23.2339,-8.317599999999999,440.672,-9983.56,-5924.26,1.0
7514.96,7539.05,4.0,6.0,47.6779,65.1082,17.0,190.0,9.97144,58,-128,4.0,25.8355,-8.405200000000004,99.4295,-1479.24,-28149.7,1.0
7512.07,7549.44,3.0,12.0,46.7199,64.2227,18.0,110.0,9.092,119,106,4.0,27.4044,-9.901599999999998,82.6645,-461.647,-49430.0,1.0
7519.94,7544.22,6.0,8.0,48.7511,65.0844,16.0,180.0,13.4574,46,-98,4.0,15.4706,0.8627000000000021,181.101,-889.705,-29580.4,1.0
7514.8,7615.55,4.0,16.0,47.6314,60.2184,13.0,120.0,13.3381,58,102,5.0,14.399,-1.8119999999999958,177.90599999999995,772.5139999999999,-48009.0,2.0
11606.2,11549.6,0.0,15.0,47.6931,65.4323,18.0,80.0,15.49,0,83,3.0,19.5279,-1.7887000000000022,239.94,-1807.94,-56193.0,1.0
11606.2,11576.1,0.0,16.0,46.7095,60.3035,14.0,40.0,16.02,0,-96,3.0,13.5375,0.05650000000000155,256.64,1003.43,-60617.1,2.0
7670.37,7532.37,17.0,9.0,50.049,65.1088,15.0,220.0,20.5481,-77,-180,3.0,22.7956,-7.735799999999998,422.224,-9033.87,-13471.6,1.0
7686.85,7543.79,16.0,8.0,48.8043,65.0855,16.0,240.0,9.25369,-77,-98,3.0,53.1541,-36.8729,85.6308,-4477.52,-3939.04,1.0
7577.5,7686.84,9.0,16.0,46.5757,62.2528,16.0,220.0,8.09858,-97,-77,7.0,57.5544,-41.8773,65.587,-3509.52,-15269.2,1.0
7584.3,7539.5,6.0,10.0,45.6145,64.2239,19.0,70.0,16.3189,-70,107,0.0,14.468,4.141400000000001,266.306,81.7831,-56927.0,1.0
7555.76,7510.76,11.0,8.0,48.7078,65.3051,17.0,110.0,3.90849,-98,-83,0.0,80.6015,-64.0042,15.2763,-610.612,-50027.8,1.0
7576.65,7560.54,9.0,11.0,46.6765,65.0868,18.0,20.0,2.05055,-97,-98,2.0,100.0,-81.5897,4.20475,65.7221,-62240.3,2.0
9063.48,9036.46,16.0,17.0,49.0234,65.1561,16.0,50.0,0.316872,-41,-41,3.0,100.0,-83.8673,0.100408,32.9561,-59672.0,2.0
11639.7,11549.5,8.0,15.0,47.6839,65.4329,18.0,90.0,7.8696,66,83,2.0,42.165,-24.416,61.9307,-1322.48,-54343.3,1.0
11640.2,11609.2,8.0,6.0,47.7507,65.4429,18.0,90.0,9.90684,66,154,0.0,16.2194,1.4727999999999923,98.1456,1726.77,-53826.4,2.0
11611.3,11656.5,8.0,4.0,56.8889,75.0092,18.0,110.0,9.77995,154,57,4.0,14.548,3.5723000000000082,95.6474,2078.52,-50481.5,2.0
11611.1,11650.5,8.0,8.0,56.7821,75.001,18.0,40.0,15.1965,154,18,6.0,15.9189,2.3000000000000043,230.935,152.173,-60944.0,3.0
11609.0,11616.3,10.0,13.0,55.9273,75.0302,19.0,100.0,5.69369,154,179,4.0,52.7142,-33.61130000000001,32.4181,-695.916,-53398.4,1.0
10684.0,10492.1,16.0,0.0,59.0268,75.0027,16.0,190.0,16.47,-97,0,2.0,26.8399,-10.863999999999995,271.261,-6327.52,-25581.5,1.0
7635.85,7563.25,17.0,15.0,55.7375,61.0055,5.0,70.0,31.6457,102,-79,2.0,5.63124,-0.36323999999999934,1001.45,4472.67,-56943.6,2.0
7674.79,7486.4,16.0,7.0,58.6421,66.0473,7.0,190.0,9.57127,102,120,2.0,6.73079,0.674410000000008,91.6093,3394.76,-26999.6,2.0
7635.61,7523.82,17.0,8.0,55.7202,75.0781,19.0,140.0,16.6905,102,-180,2.0,7.06575,12.292150000000007,278.573,4045.29,-42490.7,2.0
7563.73,7773.0,13.0,16.0,61.04,75.1984,14.0,250.0,3.38837,-79,-77,6.0,100.0,-85.8416,11.4811,-1672.83,-311.23,1.0
7598.38,7535.88,16.0,11.0,58.5533,75.1723,17.0,70.0,8.42993,-77,-105,2.0,35.109,-18.489999999999995,71.0638,-853.9,-57616.4,1.0
7624.32,7482.19,17.0,6.0,56.6215,75.1064,18.0,140.0,18.8079,-77,178,2.0,17.1547,1.3301999999999978,353.73800000000006,-3603.39,-42284.6,1.0
7597.1,7527.3,16.0,6.0,58.6468,75.0793,16.0,110.0,21.9859,-77,107,3.0,15.9904,0.4421000000000053,483.38,-4530.36,-51154.5,1.0
11492.5,11297.0,16.0,0.0,58.8816,75.0174,16.0,200.0,15.81,-96,0,2.0,28.1957,-12.059900000000004,249.956,-6216.28,-23441.9,1.0
11534.9,11334.3,14.0,16.0,56.1134,69.0038,13.0,200.0,30.1995,-84,83,2.0,15.0131,-2.1227,912.011,-12294.8,-20977.3,1.0
8841.75,8822.85,16.0,16.0,55.7509,75.0098,19.0,40.0,0.0303916,140,140,3.0,100.0,-80.7411,0.000923649,2.63194,-60575.9,3.0
11664.4,11652.1,6.0,7.0,55.88800000000001,75.0219,19.0,50.0,9.84033,-35,64,0.0,24.0032,-4.8692999999999955,96.832,164.852,-59747.2,1.0
11495.9,11657.1,0.0,6.0,58.7913,75.0043,16.0,180.0,6.05,0,18,6.0,28.3225,-12.1095,36.6025,46.5168,-30678.6,2.0
7711.03,7533.23,16.0,11.0,56.6679,73.2046,17.0,230.0,26.4285,-77,107,2.0,18.0857,-1.5490000000000033,698.465,-12082.8,-9937.47,1.0
7677.53,7529.73,16.0,7.0,59.1425,75.0955,16.0,200.0,23.8031,-77,107,2.0,18.6708,-2.717799999999997,566.587,-9310.44,-23678.3,1.0
9028.32,8986.53,16.0,15.0,55.6211,75.0043,19.0,80.0,0.976983,-41,-38,3.0,100.0,-80.6168,0.954496,-75.1424,-55323.3,1.0
11392.6,11288.9,15.0,15.0,55.6316,60.1599,5.0,110.0,30.9499,83,-96,2.0,4.71882,-0.19051999999999847,957.893,6381.04,-51440.7,2.0
10235.0,10176.6,17.0,16.0,59.0224,75.0331,16.0,60.0,1.09615,-96,-96,2.0,100.0,-83.98929999999999,1.20154,-126.256,-59085.3,1.0
11659.2,11654.0,5.0,8.0,57.7247,75.0049,17.0,90.0,3.53231,29,17,8.0,97.0922,-79.812,12.4772,-658.013,-53733.7,2.0
11659.7,11612.5,5.0,14.0,57.8555,75.1836,17.0,50.0,18.3795,29,179,1.0,11.3447,5.9834,337.807,1419.81,-59583.6,1.0
10975.4,10858.3,17.0,16.0,55.8268,75.0475,19.0,120.0,0.7074010000000001,-100,-98,2.0,100.0,-80.7793,0.500417,-89.5079,-48784.5,1.0
7628.95,7553.35,17.0,14.0,58.659,71.0702,12.0,110.0,30.8161,-77,104,3.0,11.5716,0.8396000000000008,949.633,-6648.22,-50227.0,1.0
7629.21,7486.39,17.0,7.0,58.64,75.1081,16.0,140.0,23.6301,-77,120,2.0,14.7127,1.7553999999999927,558.38,-5353.77,-42100.5,1.0
7643.82,7523.47,16.0,4.0,57.5781,75.0966,18.0,170.0,19.2756,-77,118,2.0,21.5426,-4.024100000000004,371.548,-6418.34,-34161.7,1.0
7524.81,7670.34,8.0,16.0,55.5748,71.182,16.0,190.0,24.3721,107,-77,6.0,18.1347,-2.5275,593.997,-9413.77,-24630.6,1.0
7543.5,7543.73,12.0,8.0,57.7698,75.1824,17.0,30.0,20.189,107,-98,8.0,13.0752,4.337400000000004,407.594,-637.899,-61341.8,1.0
7533.65,7522.37,11.0,3.0,56.7174,75.0972,18.0,20.0,10.1451,107,178,3.0,23.051,-4.671199999999995,102.923,323.937,-62155.0,2.0
7545.11,7724.96,12.0,16.0,57.9356,74.1411,16.0,230.0,28.5767,107,-77,6.0,16.78,-0.5745000000000076,816.6289999999997,-13146.7,-9335.83,1.0
11297.0,11397.5,0.0,17.0,57.8643,75.3654,18.0,100.0,16.63,0,-96,6.0,21.0825,-3.5814000000000057,276.557,-3374.67,-51774.9,1.0
11297.0,11287.1,0.0,15.0,55.7481,70.2123,14.0,20.0,15.47,0,-96,0.0,15.5124,-1.0482000000000014,239.321,283.387,-61984.7,2.0
7545.13,7643.53,8.0,16.0,57.5996,75.2488,18.0,120.0,8.53553,-98,-77,6.0,41.5943,-23.9451,72.8554,-1855.63,-48862.4,1.0
7553.42,7522.43,11.0,3.0,56.6572,75.0978,18.0,70.0,12.3741,-79,178,3.0,25.3236,-6.8829999999999965,153.118,-1589.25,-57946.7,1.0
7542.35,7724.93,8.0,16.0,57.9374,75.2078,17.0,210.0,9.02314,-98,-77,6.0,48.4225,-31.15209999999999,81.417,-3596.25,-16762.1,1.0
7695.84,7543.29,16.0,12.0,57.7483,75.4098,18.0,180.0,3.99048,102,107,2.0,17.7086,-0.04709999999999681,15.924,1387.69,-29567.8,2.0
10017.5,10234.9,17.0,17.0,59.0252,72.0074,13.0,220.0,0.206278,-96,-96,6.0,100.0,-87.0178,0.0425504,-30.1467,-15126.6,3.0
11657.0,11610.8,6.0,13.0,58.7439,75.1841,16.0,70.0,18.8823,18,179,3.0,14.8621,1.5781000000000045,356.542,-1405.0,-57872.8,1.0
9129.49,9000.84,16.0,17.0,66.0901,69.0983,3.0,240.0,5.05571,124,141,3.0,27.7228,-24.714600000000008,25.5602,-589.727,-3295.5,1.0
9920.34,9944.83,16.0,16.0,59.1725,75.1145,16.0,20.0,0.25000900000000004,-96,-96,6.0,100.0,-84.05799999999998,0.0625043,-12.197,-61896.0,3.0
8879.04,8986.05,17.0,17.0,64.0863,65.1498,1.0,250.0,0.192944,142,141,7.0,12.3031,-11.239599999999996,0.037227300000000005,69.4914,-860.592,3.0
7484.03,7667.8,10.0,16.0,55.7624,75.3692,20.0,190.0,20.6032,179,-77,6.0,16.2845,3.3223000000000056,424.494,-5251.46,-27052.0,1.0
7482.98,7543.27,5.0,12.0,57.7461,75.4115,18.0,100.0,8.35929,137,107,4.0,24.1454,-6.479999999999992,69.8777,471.668,-52127.1,1.0
7482.66,7523.48,5.0,4.0,57.5812,75.1004,18.0,110.0,2.00527,137,118,4.0,70.587,-53.06780000000001,4.02111,433.388,-50626.9,2.0
7522.49,7656.76,3.0,16.0,56.5975,75.3799,19.0,190.0,16.5145,178,-77,6.0,26.4008,-7.6183999999999905,272.72900000000004,-6143.52,-27898.8,1.0
7523.88,7543.32,4.0,12.0,57.7512,75.41199999999998,18.0,30.0,8.78711,118,107,6.0,25.3732,-7.712399999999992,77.2132,474.233,-61742.6,2.0
7523.93,7543.71,4.0,8.0,57.7722,75.3236,18.0,60.0,11.4941,118,-98,7.0,24.82,-7.2685999999999975,132.115,-892.2669999999997,-59241.3,1.0
7524.05,7483.12,4.0,5.0,57.8212,75.1123,17.0,110.0,2.00527,118,137,0.0,70.347,-53.05589999999999,4.02111,435.318,-50522.6,1.0
7546.76,7762.24,8.0,16.0,72.2228,75.3396,3.0,250.0,9.44845,-103,-77,6.0,49.6027,-46.4859,89.2731,-4468.33,1991.49,1.0
7726.5,7483.13,16.0,5.0,57.8239,75.1129,17.0,250.0,20.6062,-77,137,2.0,21.8556,-4.566600000000005,424.615,-9310.19,655.4689999999998,1.0
7707.9,7529.82,16.0,7.0,59.1574,75.1033,16.0,230.0,23.773000000000003,-77,107,2.0,20.2055,-4.259599999999999,565.156,-11002.6,-8418.79,1.0
8114.52,7956.32,17.0,17.0,57.817,60.2194,2.0,160.0,33.1181,102,-72,2.0,2.68837,-0.28596999999999984,1096.81,10323.4,-35680.2,2.0
11384.5,11297.0,17.0,0.0,59.2097,69.2598,10.0,90.0,16.63,83,0,2.0,9.77485,0.2752499999999998,276.557,2907.82,-54847.9,2.0
11360.3,11612.7,16.0,14.0,57.7364,75.1848,17.0,250.0,22.4146,83,179,6.0,17.0057,0.4426999999999913,502.414,-8641.55,1660.11,1.0
11612.6,11426.7,14.0,16.0,57.7982,75.1352,17.0,190.0,22.2231,179,83,2.0,16.1233,1.2136999999999958,493.865,-6246.92,-27664.0,1.0
11614.9,11655.5,13.0,4.0,56.6494,75.169,19.0,40.0,16.0282,179,57,6.0,14.14,4.379599999999996,256.904,668.4119999999998,-60816.9,1.0
11610.0,11657.6,14.0,7.0,59.1413,75.1382,16.0,60.0,20.1934,179,-10,7.0,14.002,1.994899999999996,407.772,-1536.34,-58434.4,1.0
10088.0,10015.3,16.0,17.0,59.157,75.142,16.0,70.0,0.350001,-96,-96,2.0,100.0,-84.015,0.1225,50.9327,-57205.8,2.0
7588.23,7558.95,0.0,16.0,59.124,72.1254,13.0,80.0,15.98,0,102,0.0,14.1211,-1.1197000000000037,255.36,421.629,-56874.0,1.0
7588.23,7554.29,0.0,11.0,56.569,75.3751,19.0,100.0,11.39,0,-79,8.0,21.9367,-3.1305999999999976,129.732,-469.727,-52125.0,1.0
7588.23,7713.6,0.0,16.0,59.0853,62.0451,3.0,210.0,15.67,0,102,7.0,2.71096,0.2488400000000013,245.549,6150.98,-18479.7,2.0
7588.23,7529.82,0.0,7.0,59.1585,75.104,16.0,70.0,7.46,0,107,1.0,34.7336,-18.7881,55.6516,-285.377,-57227.1,1.0
7588.23,7727.79,0.0,16.0,55.8851,57.5312,2.0,230.0,15.71,0,102,7.0,1.63972,0.006379999999996944,246.804,6692.18,-11636.9,2.0
