Position - Rx,Position - Tx,Velocity - Rx,Velocity - Tx,Time Initial,Time Final,Time Communication,Distance,Relative Speed,Direction Rx,Direction Tx,Pseudo-angle,Link Lifetime,Time Prediction,A,B,C,Route
3196.03,3028.46,9.0,9.0,15.8495,30.2186,14.0,170.0,12.2854,61,151,0.3,6.328469999999999,8.040629999999998,150.93,4232.36,-32829.0,1.0
2879.56,2795.43,0.0,10.0,14.7922,30.0977,15.0,150.0,10.03,0,61,7.8,24.2646,-8.959100000000003,100.601,-805.66,-39681.9,2.0
2879.56,2984.52,0.0,10.0,15.4172,30.3596,15.0,120.0,10.23,0,-28,4.2,14.5223,0.4201000000000015,104.65299999999999,1809.06,-48342.9,2.0
2879.56,2908.16,0.0,11.0,15.450999999999999,30.271,15.0,40.0,10.91,0,-97,6.0,26.8786,-12.058599999999998,119.02799999999999,-945.702,-60573.6,1.0
2843.1,2766.0,12.0,9.0,15.7913,30.2376,14.0,80.0,15.0662,61,-28,0.3,14.9693,-0.5229999999999997,226.99099999999999,341.259,-55972.5,2.0
3345.84,3282.53,11.0,0.0,14.9594,30.2632,15.0,90.0,10.75,-28,0,1.9,25.1878,-9.884,115.56200000000001,-752.291,-54367.2,2.0
3125.81,3026.76,11.0,11.0,15.4192,30.4194,15.0,120.0,15.3685,151,61,8.0,23.4818,-8.4816,236.192,-3510.22,-47809.1,1.0
3123.5,3028.46,11.0,9.0,15.8502,30.2191,14.0,170.0,1.9500099999999998,151,151,2.0,60.2701,-45.9012,3.80252,300.999,-31953.9,2.0
3390.83,3282.51,9.0,0.0,14.6713,30.2638,16.0,110.0,8.67853,151,63,0.6,33.6405,-18.048,75.3169,-1033.62,-50463.2,2.0
3513.11,3458.74,13.0,3.0,10.8832,23.1716,12.0,110.0,15.6099,151,-28,2.2,10.478,1.810400000000001,243.67,2277.4,-50614.8,2.0
3848.08,3796.77,0.0,11.0,15.9253,30.4686,15.0,70.0,10.96,0,-118,7.8,20.2955,-5.752200000000002,120.12200000000001,396.45599999999996,-57525.0,1.0
3848.08,3936.91,0.0,11.0,14.9674,30.1945,15.0,160.0,11.4991,86,-117,5.9,33.6109,-18.3838,132.23,-3342.02,-37050.6,1.0
3848.08,3948.85,0.0,12.0,15.0068,30.1519,15.0,100.0,11.52,0,151,4.5,25.1556,-10.0105,132.71,-1257.76,-52339.8,1.0
2784.61,2766.01,7.0,9.0,15.7951,30.2394,14.0,40.0,2.51001,-28,-28,7.5,100.0,-85.5557,6.30014,-208.84799999999998,-60769.2,1.0
3259.71,3214.31,11.0,12.0,12.3492,27.4953,15.0,60.0,0.660175,61,61,1.5,100.0,-84.8539,0.435831,-85.6137,-58292.5,1.0
3285.08,3168.34,10.0,11.0,15.4649,30.4853,15.0,160.0,1.15442,61,63,1.5,100.0,-84.9796,1.33269,-364.30699999999996,-35753.6,1.0
2553.17,2539.08,0.0,0.0,15.4717,30.4343,15.0,20.0,0.01,-103,0,1.5,100.0,-85.0374,0.0001,-0.320659,-62232.6,2.0
2620.17,2766.03,9.0,9.0,15.7981,18.7675,3.0,190.0,18.52,151,-28,3.9,3.30882,-0.3394200000000014,342.99,6514.78,-25311.4,2.0
2908.41,2984.53,11.0,10.0,15.4212,30.3609,15.0,120.0,11.949000000000002,-97,-28,3.9,12.2054,2.734300000000001,142.779,2232.57,-48519.7,1.0
3024.81,3147.17,11.0,9.0,15.8307,30.2094,14.0,170.0,14.1777,-118,151,3.9,16.9674,-2.588700000000003,201.007,-1518.87,-32097.2,1.0
3164.66,3236.91,11.0,12.0,15.0021,25.4717,10.0,100.0,0.885993,63,61,5.5,100.0,-89.5304,0.784983,165.206,-52361.0,2.0
3967.82,3940.39,13.0,11.0,14.6146,30.2981,16.0,170.0,17.1824,151,-117,6.8,23.1773,-7.493799999999998,295.236,-5327.87,-35111.7,1.0
