Position - Rx,Position - Tx,Velocity - Rx,Velocity - Tx,Time Initial,Time Final,Time Communication,Distance,Relative Speed,Direction Rx,Direction Tx,Pseudo-angle,Link Lifetime,Time Prediction,A,B,C
3081.09,3085.33,10.5,10.67,50.3986,65.2668,14.868200000000002,40.213,14.4596, 151, -122,2.54266,14.5807,0.2875000000000014,209.08,1127.04,-60882.9
3080.64,3152.07,10.5,11.24,50.4667,65.4042,14.9375,179.293,0.740009, 151, 151,6.01505,100.0,-85.0625,0.547614,130.797,-30354.0
3081.13,2984.52,10.5,3.67,50.3925,65.2252,14.832700000000003,152.542,11.1585, 151, -117,1.68282,12.1893,2.6434000000000033,124.511,1700.78,-39231.0
3082.26,3124.23,10.5,1.16,50.2213,65.2275,15.006200000000007,42.2786,10.5733, 151, -117,4.57268,21.6442,-6.637999999999995,111.794,385.341,-60712.5
3184.12,3085.33,3.98,10.67,50.3991,65.2674,14.868299999999998,106.69,11.1139, 152, -122,0.986798,13.8915,0.9767999999999972,123.518,1963.89,-51117.3
3183.95,3152.06,3.98,11.24,50.4673,65.4048,14.937499999999993,170.931,7.26011, 152, 151,6.70201,11.7133,3.2241999999999926,52.7092,2224.04,-33282.7
3186.67,2990.17,0.31,3.2,48.5591,65.2258,16.666700000000006,225.989,3.21669, 151, -117,1.19956,7.74885,8.917850000000005,10.3471,1394.74,-11428.9
3184.0,3214.12,3.98,10.55,50.4476,62.9841,12.536499999999997,234.744,11.2884, 152, 61,2.53363,13.6324,-1.0959000000000039,127.428,-1194.68,-7395.21
3184.56,3124.23,3.98,1.16,50.2227,65.2281,15.005399999999995,60.5164,4.14839, 152, -117,0.333283,65.54,-50.53460000000001,17.2091,-230.146,-58837.8
3100.6,3054.27,9.44,0.0,50.3437,65.1182,14.774500000000003,217.238,9.44, 61, 0,6.8881,23.2659,-8.491399999999995,89.1136,-1415.37,-15307.6
2529.8,2667.26,6.93,0.6,53.3348,65.2444,11.909599999999998,260.98,6.53456, -49, -2,3.49394,69.63,-57.7204,42.7004,-3053.81,5610.69
2632.01,2819.93,10.19,4.49,49.8322,65.1441,15.311899999999994,197.059,5.7, 61, 61,5.46115,78.4313,-63.1194,32.49,-2246.47,-23667.8
2635.63,2881.3,10.1,5.45,50.2082,65.4347,15.226500000000009,256.895,11.4815, 61, 151,4.48247,43.7514,-28.524899999999988,131.825,-5847.39,3494.91
2705.46,2881.3,10.81,5.45,50.2088,65.4354,15.226600000000005,177.879,5.36005, 151, 151,4.66416,20.7661,-5.539499999999997,28.7301,889.407,-30858.9
2707.37,2862.33,10.14,8.62,49.6467,65.2972,15.650500000000001,156.565,15.5859, 151, -96,4.67416,13.0867,2.5638000000000005,242.919,-276.233,-37987.5
3098.68,3078.84,10.39,6.39,50.3719,65.3931,15.021200000000007,191.524,4.23173, 60, 70,2.56481,27.139,-12.117799999999992,17.9076,465.354,-25818.7
3867.35,3918.57,9.13,6.57,49.3075,65.4501,16.14260000000001,66.053,12.9144, 41, 151,5.71578,21.3305,-5.187899999999992,166.78,-831.966,-58137.0
2650.51,2668.16,1.98,2.11,50.3744,65.245,14.870600000000003,26.5662,4.06986, 61, -106,5.77401,67.852,-52.9814,16.5637,-213.16,-61794.2
2650.47,2643.61,1.98,0.0,50.3497,65.1238,14.774100000000004,8.19734,1.98, 61, 0,1.46199,100.0,-85.2259,3.9204,32.4615,-62432.8
3858.77,3915.2,7.11,7.93,50.3828,65.4636,15.080799999999996,74.9928,12.851, 34, 151,5.75472,20.142,-5.061200000000003,165.147,-502.642,-56876.1
3858.96,3894.87,7.11,0.0,50.4086,65.454,15.045399999999994,226.266,7.11, 34, 0,2.90448,19.7005,-4.655100000000008,50.5521,-422.116,-11303.8
3931.67,3894.87,7.99,0.0,50.4092,65.4545,15.045299999999997,81.7374,7.99, 164, 0,7.36462,40.9422,-25.896900000000002,63.8401,-1250.4,-55819.0
3636.33,3466.19,9.83,10.47,50.3097,65.3241,15.014400000000002,191.74,20.2999, -118, 61,0.207678,16.0654,-1.0509999999999984,412.087,-5018.42,-25735.8
3538.79,3466.19,9.66,10.47,50.3103,65.3248,15.014499999999998,79.3285,0.813194, 61, 61,1.51091,100.0,-84.9855,0.661285,-128.877,-56207.0
3804.07,3894.87,8.44,0.0,50.4098,62.9585,12.548700000000004,160.706,8.44, 60, 0,5.92946,45.6133,-33.0646,71.2336,-2445.19,-36673.7
2488.12,2643.61,9.69,0.0,50.3516,54.2024,3.8507999999999996,258.447,9.69, -101, 0,3.59251,100.0,-96.14920000000001,93.8961,-927.804,4294.71
3768.42,3894.87,0.0,0.0,49.872,65.4897,15.6177,146.902,0.0, 0, 0,5.45451,100.0,-84.3823,0.0,-0.0,-40919.8
3092.55,3084.85,6.56,10.67,50.4547,65.3565,14.901799999999994,27.6045,11.8548, 154, -122,2.10682,18.7678,-3.8660000000000068,140.536,652.025,-61738.0
3092.49,3152.06,6.56,11.24,50.468,65.4054,14.937399999999997,188.962,4.69989, 154, 151,6.10208,17.9185,-2.981100000000005,22.0889,1099.49,-26793.2
3098.05,2987.94,5.87,4.71,49.333,65.2292,15.896200000000007,148.56,3.45664, -153, -117,1.50689,57.5177,-41.62149999999999,11.9483,15.6696,-40429.8
3092.57,3214.15,6.56,10.55,50.4514,52.8053,2.353900000000003,247.378,12.6861, 154, 61,3.16124,0.599254,1.754646000000003,160.937,2079.85,-1304.15
3093.57,3124.22,6.56,1.16,50.2233,65.2304,15.007100000000001,35.9672,6.61386, 154, -117,5.27944,37.3897,-22.382599999999996,43.7431,1.44713,-61206.4
3650.44,3909.01,11.38,10.15,51.8895,60.9213,9.031800000000004,258.857,21.53, -28, 151,4.78548,8.48293,0.5488700000000044,463.54,-4463.44,4506.7
2972.39,3084.84,6.9,10.67,50.4554,65.3572,14.901800000000009,136.686,12.3136, 151, -122,5.32489,28.2389,-13.337099999999992,151.626,-2730.1,-43816.9
2972.66,2984.51,6.9,3.67,50.3974,65.2298,14.8324,11.8548,7.84933, 151, -117,4.34688,31.4353,-16.6029,61.612,46.9437,-62359.5
2973.44,3124.22,6.9,1.16,50.2243,65.2316,15.0073,194.544,7.00643, 151, -117,5.44393,27.078,-12.070699999999999,49.09,-418.828,-24652.6
2956.8,3084.84,11.72,10.67,50.456,65.3698,14.913799999999995,141.031,15.3129, 151, -122,5.04412,18.6137,-3.6999000000000066,234.484,-2075.42,-42610.4
2964.63,2987.94,9.99,4.71,49.3344,65.231,15.896599999999992,24.2032,11.096, 151, -117,4.08829,21.3154,-5.418800000000008,123.122,280.268,-61914.2
2958.56,3124.22,11.72,1.16,50.226,65.2347,15.008700000000005,196.138,11.7869, 151, -117,5.28054,12.6656,2.343100000000005,138.93,137.628,-24030.0
3223.6,3152.06,6.66,11.24,50.4686,65.406,14.937400000000004,188.348,4.59715, 149, 151,2.08912,61.3966,-46.459199999999996,21.1337,-857.371,-27024.9
3645.45,3466.2,10.13,10.47,50.3109,65.326,15.015099999999997,195.914,14.5705, 151, 61,0.276699,30.5856,-15.570500000000003,212.301,-5704.82,-24117.6
2866.24,2855.25,6.68,2.78,49.8748,65.3821,15.507299999999994,28.4238,3.90001, -28, -28,7.45627,56.8143,-41.30700000000001,15.21,221.706,-61692.1
2865.66,2862.3,6.68,8.62,49.6509,62.2685,12.617600000000003,174.059,8.69697, -28, -96,6.87935,19.6031,-6.985499999999998,75.6373,160.043,-32203.4
3774.62,3894.87,0.0,0.0,50.411,63.4512,13.040199999999999,139.679,0.0, 0, 0,5.45484,100.0,-86.9598,0.0,-0.0,-42989.8
3418.7,3458.74,0.0,8.43,49.4322,65.3273,15.895099999999992,199.613,8.43, 0, 61,6.50225,8.83881,7.056289999999992,71.0649,1934.95,-22654.6
3455.11,3451.82,2.99,6.84,48.443,65.3278,16.8848,191.584,7.47861, -28, 61,2.85171,46.1549,-29.2701,55.9296,-2022.53,-25795.5
3412.87,3466.29,0.0,10.47,50.3201,65.3285,15.008400000000009,177.55,10.47, 0, 61,6.38384,9.05792,5.9504800000000095,109.621,2426.82,-30975.9
3277.68,3445.58,3.34,5.33,47.3052,65.3302,18.025000000000006,181.724,1.99062, 61, 61,5.46112,34.305,-16.279999999999994,3.96255,723.312,-29476.5
2873.97,2819.93,5.15,4.49,49.8327,65.1448,15.312100000000001,140.664,9.32534, -147, 61,7.5559,27.9546,-12.642499999999998,86.962,-903.024,-42713.7
2872.78,2881.3,6.15,5.45,50.2097,65.436,15.226300000000009,11.4965,9.48894, -98, 151,3.99834,26.8202,-11.59389999999999,90.04,-89.4839,-62367.8
2873.78,2855.26,0.0,2.78,49.8783,64.977,15.098700000000001,160.121,2.78, 0, -28,2.67272,34.864,-19.765299999999996,7.7284,787.848,-36861.4
2874.88,2862.28,5.15,8.62,49.6537,65.3394,15.685699999999997,15.8852,6.74403, -147, -96,1.81677,35.2528,-19.567100000000003,45.482,162.386,-62247.7
2977.49,3054.27,9.53,0.0,50.3445,65.1189,14.7744,114.774,9.53, -118, 0,3.71459,20.8649,-6.090499999999999,90.8209,469.144,-49326.9
2977.25,3078.84,9.53,6.39,50.3725,65.3937,15.021199999999993,108.859,15.8733, -118, 70,5.28212,8.96267,6.058529999999994,251.962,3392.94,-50649.8
2672.75,2668.16,5.87,2.11,50.3756,65.2457,14.8701,26.5173,6.6311, 151, -106,6.80411,41.6873,-26.8172,43.9715,-350.665,-61796.8
2671.23,2920.34,5.87,10.04,50.8553,64.8993,14.043999999999997,249.106,11.661, 151, -118,4.54495,19.3767,-5.332700000000003,135.978,-2611.77,-446.397
3107.92,3124.22,9.89,1.16,50.2265,52.2835,2.056999999999995,243.672,11.05, 61, -117,2.55303,1.02158,1.0354199999999951,122.102,2933.25,-3123.98
3806.16,3894.87,10.36,0.0,50.0153,63.4535,13.438199999999995,102.674,10.36, -118, 0,5.45012,14.2213,-0.7831000000000046,107.33,2127.19,-51958.1
3932.01,3894.87,9.13,0.0,50.0172,63.4542,13.436999999999998,86.2048,9.13, 164, 0,7.33309,36.2042,-22.767200000000003,83.3569,-1496.81,-55068.7
2681.02,2668.15,8.14,2.11,50.3762,57.7926,7.416400000000003,190.233,7.9898, -28, -106,6.59944,9.60325,-2.186849999999996,63.8369,2126.79,-26311.3
3219.06,3078.85,4.99,6.39,50.3738,65.3943,15.020499999999998,158.18,1.53886, 64, 70,1.46571,100.0,-84.9795,2.3681,-420.583,-37479.1
2719.12,2534.69,9.86,10.75,55.0827,70.0007,14.917999999999992,254.334,0.892211, -28, -28,1.80606,100.0,-85.08200000000001,0.79604,104.198,2185.66
3717.8,3658.42,12.66,12.23,50.8635,59.1612,8.297699999999999,76.2186,24.8898, 152, -28,1.72142,8.92618,-0.6284800000000015,619.5,821.299,-56690.7
3704.41,3885.05,13.35,13.44,53.1925,55.5888,2.3962999999999965,211.413,18.8579, 151, 61,4.07472,2.0862,0.3100999999999967,355.622,7792.53,-17804.5
3717.37,3630.63,12.66,9.83,50.9397,70.0072,19.067499999999995,179.55,15.9258, 152, -118,7.55694,22.1374,-3.069900000000004,253.631,-4247.74,-30261.7
3759.55,3928.38,0.17,8.99,54.11,70.08,15.969999999999999,203.982,8.99361, 151, -117,5.53123,50.4677,-34.4977,80.885,-3668.12,-20891.4
3759.69,3773.61,0.3,2.1,53.2086,70.0628,16.8542,29.66,2.11811, 151, -118,6.03633,100.0,-83.14580000000001,4.48639,-115.869,-61620.3
3005.91,3069.85,9.94,10.96,52.3888,70.0857,17.6969,124.748,14.7973, -28, -118,5.82114,19.3799,-1.6829999999999998,218.959,-1821.41,-46938.0
3010.65,3062.29,9.1,11.73,53.1108,57.0375,3.926700000000004,201.173,20.83, -28, 151,6.11472,3.49036,0.43634000000000395,433.889,4797.05,-22029.3
3081.41,3083.16,10.67,11.31,50.8516,70.0865,19.234900000000003,6.58895,0.760835, -122, -124,2.76422,100.0,-80.76509999999999,0.578869,-2.32793,-62456.6
3052.94,3149.74,5.75,9.61,54.5725,70.1842,15.611700000000006,125.336,4.56673, -118, -137,5.46307,71.5322,-55.9205,20.855,-837.68,-46791.0
3061.86,3062.26,9.46,11.73,53.1154,70.2194,17.103999999999992,81.176,15.0772, -118, 151,6.40828,11.1975,5.906499999999992,227.322,2447.69,-55910.5
2545.63,2667.63,11.21,0.12,54.2949,70.0099,15.715000000000003,224.689,11.1137, -28, 8,3.50998,42.6796,-26.964599999999997,123.515,-4990.05,-12014.9
2530.07,2471.15,6.93,9.99,50.4597,70.0056,19.545900000000003,93.0135,5.55138, -60, -28,1.89084,47.7781,-28.2322,30.8178,-345.363,-53848.5
2533.53,2531.06,11.09,5.15,52.0514,70.0029,17.951499999999996,18.0374,8.36189, -28, -74,6.89054,28.3631,-10.411600000000004,69.9212,208.912,-62174.7
2548.9,2469.84,11.21,0.22,54.9001,70.0519,15.151800000000001,79.6417,11.1449, -28, -100,0.832097,18.6314,-3.479599999999998,124.208,699.953,-56157.2
3578.7,3578.49,11.63,13.03,50.8644,70.011,19.146599999999992,114.858,17.5047, -118, -28,6.97805,16.5175,2.629099999999994,306.414,-2076.03,-49307.5
3694.16,3671.89,9.15,13.29,53.1608,70.1321,16.971299999999992,100.114,16.0315, 60, -28,7.06466,21.315,-4.343700000000009,257.007,-3016.12,-52477.1
3703.85,3904.1,4.65,11.38,54.6996,57.5959,2.8963000000000036,252.927,12.3695, 60, 151,5.67918,6.93792,-4.041619999999996,153.004,-1273.71,1472.06
3686.17,3875.29,10.7,11.65,52.2947,65.1802,12.8855,211.996,0.980525, 60, 59,5.44197,39.8951,-27.0096,0.96143,401.735,-17557.5
2856.97,2882.68,9.8,0.0,52.2407,70.0104,17.769700000000007,136.644,9.8, 61, 0,3.28671,19.69,-1.920299999999994,96.04,334.894,-43828.4
3656.03,3629.99,4.57,9.12,51.0115,70.0083,18.996800000000007,32.9592,10.2075, 151, -118,0.00868278,24.1367,-5.139899999999994,104.193,29.5385,-61413.7
3119.57,3056.06,4.06,4.75,54.4403,70.0877,15.647399999999998,94.714,1.05405, -128, -118,1.63657,100.0,-84.3526,1.11102,161.666,-53529.3
3119.09,3149.73,4.06,9.61,54.5734,70.1867,15.613300000000002,34.2409,5.6281, -128, -137,5.14427,50.3333,-34.72,31.6755,-375.907,-61327.6
3125.16,3062.24,4.7,11.73,53.1178,70.2213,17.103499999999997,67.0577,10.6446, -143, 151,0.0488323,19.2811,-2.1776000000000018,113.308,823.582,-58003.3
3003.44,3062.22,11.41,11.73,53.1199,70.222,17.102099999999993,155.78,16.3035, 62, 151,3.06013,17.8294,-0.7273000000000067,265.804,-2594.76,-38232.6
4010.84,3927.97,7.69,8.99,54.1629,70.0806,15.917700000000004,93.0187,1.30976, -118, -117,0.0746086,100.0,-84.0823,1.71548,104.108,-53847.5
4019.02,3773.4,12.19,2.1,53.3252,58.0964,4.7712,251.117,10.09, -118, -118,0.921919,47.0119,-42.2407,101.808,-4798.11,559.506
3601.49,3578.13,6.35,13.03,50.7644,70.0115,19.247099999999996,111.549,14.4896, -118, -28,7.33598,23.3694,-4.122300000000003,209.949,-2764.4,-50056.8
3027.23,2898.56,2.35,8.34,54.462,70.0915,15.629499999999993,164.126,5.99003, 62, 61,1.50576,69.11,-53.480500000000006,35.8805,-1965.12,-35562.5
3027.54,3051.21,2.35,11.99,54.6224,70.2231,15.600700000000003,150.175,12.1977, 62, 151,2.67387,28.5933,-12.992599999999996,148.783,-2857.12,-39947.4
3055.93,2898.65,4.75,8.34,54.475,70.0927,15.617699999999992,216.131,13.09, -118, 61,7.62776,12.0699,3.5477999999999916,171.348,-760.142,-15787.5
3055.39,3051.19,4.75,11.99,54.6252,70.2236,15.598400000000005,108.837,12.9148, -118, 151,6.45993,11.1018,4.496600000000004,166.791,2711.05,-50654.6
2739.27,2533.93,7.61,6.63,51.2398,70.005,18.765199999999993,206.163,13.5953, 55, -89,0.549817,4.11837,14.646829999999994,184.833,4094.28,-19996.7
3402.24,3592.77,12.89,13.12,54.5833,70.0143,15.431000000000004,215.886,0.239168, -28, -28,4.30954,100.0,-84.56899999999999,0.0572015,89.6727,-15893.1
2433.81,2472.78,8.35,9.99,50.7928,70.0061,19.213300000000004,80.5184,1.64146, -28, -28,3.46705,100.0,-80.7867,2.69441,264.038,-56016.8
2440.52,2530.86,10.74,5.15,52.171,70.0093,17.838299999999997,92.5952,8.07285, -28, -74,5.04829,37.6067,-19.7684,65.1709,-1016.91,-53926.1
2433.45,2485.73,8.35,9.69,50.7028,70.1075,19.4047,60.5692,10.8304, -28, -101,4.05486,27.8856,-8.480900000000002,117.297,-1161.17,-58831.4
2348.04,2471.17,11.35,9.99,50.4628,56.6123,6.149499999999996,135.737,21.34, 151, -28,4.14097,5.97887,0.1706299999999965,455.395,4649.11,-44075.4
2339.2,2530.86,10.77,5.15,52.1742,57.6112,5.436999999999998,191.661,14.8375, 151, -74,4.66814,8.24975,-2.812750000000003,220.15,1307.07,-25766.1
2325.41,2469.83,10.88,0.22,54.9579,64.1012,9.143300000000004,165.464,10.951, 151, -100,4.07851,8.6935,0.4498000000000033,119.925,2997.45,-35121.8
3965.0,3927.97,12.64,8.99,54.1638,66.5539,12.390099999999997,37.0369,15.4436, -28, -117,0.624209,13.9736,-1.5835000000000026,238.504,1041.79,-61128.3
3955.24,3899.58,9.31,13.57,52.345,55.1089,2.7638999999999996,215.212,16.4396, -28, 61,7.10995,2.70551,0.05838999999999972,270.262,5250.52,-16183.6
3960.14,3773.39,11.23,2.1,53.3277,58.097,4.769300000000001,210.315,11.4531, -28, -118,1.38439,8.13559,-3.3662899999999993,131.173,1178.23,-18267.7
3580.06,3366.77,9.76,0.0,52.1246,70.0078,17.883200000000002,240.504,9.76, -118, 0,0.0299594,26.9331,-9.049899999999997,95.2576,-2392.64,-4657.82
3903.53,3862.74,0.0,7.11,50.9412,56.1627,5.221499999999999,225.973,7.11, 0, 34,6.94584,20.6806,-15.4591,50.5521,-492.45,-11436.2
3903.44,3774.56,1.21,0.74,52.0899,70.2894,18.1995,147.916,0.470856, -117, -119,1.42784,100.0,-81.8005,0.221705,-138.737,-40620.9
3585.15,3366.77,10.2,0.0,52.1558,70.0195,17.863699999999994,225.417,10.2, 151, 0,0.274486,35.0653,-17.201600000000006,104.04,-3314.91,-11687.0
3578.51,3773.23,9.28,2.1,53.4168,70.29,16.873200000000004,202.427,9.50242, 151, -118,5.02434,14.3456,2.527600000000005,90.296,204.985,-21523.2
2670.94,2667.63,7.1,0.12,54.2981,70.0132,15.7151,5.1426,7.02892, 61, 8,7.61672,35.4761,-19.761000000000003,49.4058,8.28201,-62473.6
2835.47,3081.51,0.0,11.03,51.0302,70.0899,19.0597,257.509,11.03, 0, -119,4.09505,25.7622,-6.702500000000001,121.661,-3282.17,3810.8
2835.47,2898.65,0.0,8.34,54.4756,70.0934,15.617800000000003,80.1927,8.34, 0, 61,5.46496,20.3606,-4.742799999999999,69.5556,1337.61,-56069.1
2835.47,3051.19,0.0,11.99,54.6258,70.2242,15.598399999999998,215.888,11.99, 0, 151,4.48087,25.4743,-9.875900000000001,143.76,-3038.33,-15892.4
3158.3,3043.99,0.42,11.98,55.6008,70.2372,14.636400000000002,258.76,11.9789, 62, 151,1.99356,17.1307,-2.494299999999999,143.494,-2718.3,4456.52
3483.92,3592.77,12.66,13.12,54.584,68.6831,14.099099999999993,195.996,0.46022, -28, -28,6.16522,100.0,-85.90090000000001,0.211803,-105.895,-24085.6
2758.57,2533.84,9.88,8.74,54.891,70.155,15.264000000000003,225.437,13.3394, 61, -29,0.791248,3.59041,11.673590000000003,177.941,2613.72,-11678.2
2637.48,2667.64,8.39,0.12,54.3565,70.0162,15.6597,37.2294,8.31892, 61, 8,5.52582,34.5233,-18.863599999999998,69.2044,-618.942,-61114.0
2637.18,2491.23,8.39,10.97,54.3137,70.1275,15.8138,196.813,13.8396, 61, -28,7.78382,22.399,-6.5852,191.535,-3229.22,-23764.5
2648.47,2469.75,9.43,0.12,55.819,58.2747,2.4557,256.14,9.54678, 61, -104,7.73028,100.0,-97.54429999999999,91.141,1101.38,3107.64
2877.07,2882.68,4.57,0.0,54.4361,70.3711,15.934999999999995,190.356,4.57, -118, 0,6.80231,22.783,-6.848000000000006,20.8849,677.002,-26264.7
2997.22,3061.56,9.27,9.25,53.4466,70.1015,16.654900000000005,241.068,18.5199, 62, -118,2.81649,1.14259,15.512310000000005,342.988,3447.15,-4386.44
3004.96,2898.72,9.11,8.34,54.4868,70.094,15.607199999999992,138.89,0.770554, 62, 61,1.54035,100.0,-84.39280000000001,0.593754,213.999,-43209.6
3007.29,3049.87,9.11,11.99,54.8032,70.2378,15.434599999999996,141.879,15.0024, 62, 151,2.90944,19.8581,-4.423500000000004,225.072,-2335.84,-42370.3
3888.02,3927.95,8.61,8.99,54.1661,70.183,16.016900000000007,48.3279,2.06282, -104, -117,5.5482,100.0,-83.9831,4.25523,-48.1524,-60164.4
3895.58,3874.07,3.7,11.65,52.1794,54.944,2.7646000000000015,230.299,15.3106, -110, 59,6.7911,2.73088,0.033720000000001527,234.414,2824.78,-9462.32
3526.52,3592.79,7.46,13.12,54.5904,70.172,15.581599999999995,240.451,11.6264, 33, -28,3.47447,0.993446,14.588153999999994,135.173,4579.85,-4683.24
3998.5,3926.15,7.04,8.99,54.3997,70.1849,15.785199999999996,231.78,16.0297, 63, -117,7.10461,10.5467,5.238499999999997,256.952,-1877.69,-8778.15
2785.76,2898.74,11.66,8.34,54.4891,70.0946,15.6055,117.617,14.3504, -28, 61,4.14988,18.063,-2.4574999999999996,205.934,-1025.53,-48666.4
2860.76,2882.68,9.11,0.0,54.7989,70.3716,15.572699999999998,137.192,9.11, 61, 0,3.24271,20.7463,-5.173600000000004,82.9921,383.577,-43678.4
2646.17,2667.27,0.0,0.6,53.363,70.0287,16.6657,21.51,0.6, 0, -2,4.32205,100.0,-83.3343,0.36,24.1898,-62037.3
2646.17,2493.55,0.0,10.97,54.7351,70.1281,15.393,183.924,10.97, 0, -28,7.93458,36.9003,-21.5073,120.341,-3663.6,-28672.1
2646.17,2533.85,0.0,8.74,54.8929,70.1556,15.26270000000001,234.014,8.74, 0, -29,7.4222,55.378,-40.11529999999999,76.3876,-4090.48,-7737.37
2646.17,2469.79,0.0,0.12,55.3457,70.3152,14.969500000000004,241.624,0.12, 0, -104,7.78293,100.0,-85.03049999999999,0.0144,2.67741,-4117.94
3458.69,3592.8,6.72,13.12,54.5914,70.1725,15.5811,171.718,8.74301, -65, -28,5.86327,18.518,-2.9369000000000014,76.4402,367.225,-33012.9
3943.53,3926.13,0.37,8.99,54.4022,70.1855,15.783300000000004,79.0869,8.62007, -118, -117,6.95624,30.6329,-14.849599999999995,74.3057,-440.088,-56245.3
3950.13,3774.2,8.97,0.74,52.6539,63.3656,10.7117,176.553,8.23011, -118, -119,0.706644,47.9709,-37.2592,67.7347,-2596.21,-31329.0
3096.59,3055.74,6.13,4.75,54.5278,70.1022,15.574399999999997,69.1131,3.96415, -158, -118,1.74634,56.2689,-40.694500000000005,15.7145,141.613,-57723.4
3108.24,3166.66,6.87,6.51,52.2581,70.1873,17.929199999999994,64.2194,4.35905, -118, -156,5.08136,53.1725,-35.243300000000005,19.0013,87.5102,-58375.9
3094.89,3049.87,6.13,11.99,54.8044,70.2384,15.433999999999997,71.1794,9.31425, -158, 151,7.47424,19.9948,-4.560800000000004,86.7553,1137.76,-57433.5
2851.63,3055.62,6.33,4.75,54.562,70.104,15.542000000000002,230.76,10.633, 94, -118,3.90591,10.6181,4.9239000000000015,113.061,-329.378,-9249.61
2851.49,2898.74,6.33,8.34,54.4897,70.0964,15.606700000000004,61.1913,4.58993, 94, 61,5.49905,44.9617,-29.354999999999997,21.0675,359.565,-58755.6
3468.23,3592.82,13.02,13.12,54.5965,70.1731,15.576600000000006,171.205,0.102483, -28, -28,5.94384,100.0,-84.42339999999999,0.0105028,-7.59516,-33188.8
3444.13,3592.82,12.72,13.12,54.5979,70.1737,15.575799999999994,154.76,0.405527, -28, -28,5.42659,100.0,-84.42420000000001,0.164452,23.628,-38549.3
3680.36,3682.91,13.29,13.2,54.9924,70.3751,15.3827,3.26719,0.0908227, -28, -28,5.69917,100.0,-84.6173,0.00824877,0.0398044,-62489.3
3679.6,3903.25,13.29,11.38,54.8677,59.8982,5.0305000000000035,238.646,24.67, -28, 151,5.31353,4.25348,0.7770200000000038,608.608,-1284.33,-5548.14
3669.82,3885.35,12.73,13.44,53.2178,63.3585,10.140700000000002,215.526,18.4972, -28, 61,4.68814,3.98934,6.151360000000002,342.145,2657.93,-16048.6
3678.65,3807.27,13.29,12.03,54.7115,70.032,15.320499999999996,161.387,1.26, -28, -28,5.68309,100.0,-84.6795,1.58761,74.7727,-36454.4
3092.04,3049.83,6.26,11.99,54.8086,70.239,15.430400000000006,201.436,13.453, 62, 151,2.23627,15.1915,0.23890000000000633,180.983,-1306.25,-21923.5
3281.11,3144.57,11.17,10.3,55.1579,70.1878,15.029899999999998,173.453,1.09833, -116, -120,1.46948,100.0,-84.9701,1.20632,-303.895,-32414.0
3283.88,3049.83,11.66,11.99,54.8094,70.243,15.433599999999998,247.027,18.7217, -103, 151,0.929934,8.78891,6.644689999999999,350.501,-2912.41,-1477.5
3951.47,3927.94,6.57,8.99,54.1666,62.1002,7.933599999999998,169.226,15.5597, 63, -117,2.46241,6.89487,1.0387299999999984,242.104,3241.98,-33862.5
3955.5,3903.24,6.57,11.38,54.8702,70.3586,15.488399999999999,126.365,13.0047, 63, 151,7.40672,10.3264,5.161999999999999,169.122,2759.71,-46531.9
3941.97,3908.96,11.07,12.42,53.13,70.1767,17.046699999999994,75.0845,1.35052, 61, 61,7.4349,100.0,-82.95330000000001,1.82391,9.62052,-56862.3
3954.6,3807.28,6.57,12.03,54.7132,70.0383,15.325100000000006,197.702,13.8603, 63, -28,7.88051,23.5938,-8.268699999999995,192.108,-3540.18,-23413.9
2758.76,2530.85,9.41,5.15,52.18,70.1563,17.976300000000002,227.913,13.5909, 61, -74,0.670239,2.14817,15.828130000000002,184.712,4517.06,-10555.8
3131.33,3055.59,10.25,4.75,54.5706,70.1052,15.534599999999998,107.961,5.51046, -120, -118,1.58855,64.4487,-48.914100000000005,30.3652,-1168.09,-50844.3
3160.36,3173.66,7.31,5.67,50.9124,70.1884,19.276000000000003,13.8301,7.30311, -141, 151,4.12559,33.7724,-14.496399999999994,53.3353,43.7012,-62308.7
3129.35,3049.82,10.25,11.99,54.81,70.2468,15.436799999999991,87.3892,15.4233, -120, 151,7.97748,13.2665,2.1702999999999903,237.88,979.611,-54863.1
3724.88,3770.34,7.05,4.01,54.5338,69.4959,14.962100000000007,123.744,8.99997, 135, -118,6.13729,41.0613,-26.099199999999996,80.9995,-2176.75,-47187.5
3477.03,3609.07,12.47,9.69,53.4246,70.019,16.594400000000007,132.59,15.7237, 151, -118,4.65364,14.9108,1.6836000000000073,247.236,-673.898,-44919.8
3649.63,3685.57,0.27,13.57,55.4194,70.418,14.998600000000003,108.163,13.84, 151, -28,6.25313,22.3894,-7.390799999999995,191.545,-2019.61,-50800.8
2763.64,2667.64,11.68,0.12,54.4099,70.03,15.6201,167.653,11.7767, 151, 8,1.92108,11.1052,4.514900000000001,138.691,1556.79,-34392.5
2754.61,2500.88,11.67,10.65,56.0461,65.1615,9.115400000000001,258.963,22.3197, 152, -28,0.938197,5.78076,3.334640000000001,498.171,-3668.95,4561.88
2860.31,3055.58,9.94,4.75,54.5712,70.1112,15.54,231.718,14.6815, 66, -118,3.82528,11.8384,3.701599999999999,215.545,-1807.82,-8806.57
2859.72,2898.75,9.94,8.34,54.4908,70.097,15.606199999999994,45.2098,1.73139, 66, 61,5.28439,100.0,-84.3938,2.9977,-132.628,-60456.1
